direction_id,layer,edited_property,on_target_metric,effect_dice,std_effect_dice,effect_tumor_volume,std_effect_tumor_volume,effect_centroid_z,std_effect_centroid_z,effect_edema_fraction,std_effect_edema_fraction,effect_enhancing_fraction,std_effect_enhancing_fraction,effect_necrosis_fraction,std_effect_necrosis_fraction,effect_boundary_complexity,std_effect_boundary_complexity,effect_boundary_error_fraction,std_effect_boundary_error_fraction,effect_false_positive_voxels,std_effect_false_positive_voxels,effect_false_negative_voxels,std_effect_false_negative_voxels,selectivity_score,off_target_leakage
decoder1::boundary_error_fraction,decoder1,boundary_error_fraction,boundary_error_fraction,0.002186232551457089,0.02083916365280869,-251.876,-0.03816855527560096,-5.456182586694021e-05,-0.0003204366229686073,-0.009085763212147295,-0.04900862039077755,0.005588257676659464,0.04021001105413644,0.003497505535440454,0.02848124559986188,-0.0066842118986134265,-0.005935754425044217,0.008971155942049537,0.045991306333898266,-143.98933333333332,-0.10683374071631406,107.88666666666666,0.09327983273177154,0.10718868538353304,0.3830773604692839
decoder1::dice,decoder1,dice,dice,0.0013921642410825155,0.013270106344437614,-177.96666666666667,-0.026968550214713262,-2.990663160116913e-05,-0.00017563891754677246,-0.004219384238333594,-0.022759364908702052,0.0023063087178526996,0.01659492178151388,0.0019130755204475806,0.015578752684401231,-0.0008488090024819571,-0.000753764522866906,0.006029985542255607,0.030913174852191628,-100.39466666666667,-0.07448841896599363,77.572,0.06706948512020931,0.04940983249945299,0.2553020719681387
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,0.0037949367105936586,0.03617332799816057,-408.9666666666667,-0.06197361726621409,-0.0001046344899602744,-0.000614508808606944,-0.020394532070017443,-0.11000813656806753,0.010849112293585423,0.07806421079591551,0.009545419776354808,0.07773124080843033,-0.019589265100303208,-0.01739577810610845,0.015114995503147394,0.077488162385229,-236.62,-0.17556161378824983,172.34666666666666,0.1490125585974021,0.14031235665596573,0.6740150185543168
decoder1::gt_enhancing_frac,decoder1,gt_enhancing_frac,enhancing_fraction,-0.003754789273664608,-0.03579064272167994,391.2973333333333,0.05929605796712901,0.00010051469560418431,0.0005903136324042628,0.019865873696950254,0.10715655251099933,-0.014527156313956208,-0.10452938102856618,-0.0053387173829201945,-0.04347479065592195,0.019055397815813203,0.01692169003942773,-0.01429786024884371,-0.07329905698569418,227.244,0.16860503492391618,-164.05333333333334,-0.1418420641329441,0.13909328575966165,0.6469762035701166
decoder1::gt_necrosis_frac,decoder1,gt_necrosis_frac,necrosis_fraction,-0.0020858859844860617,-0.019882660407207917,240.748,0.036482250573656796,6.116284623811419e-05,0.00035920381307409107,0.010728868437823703,0.057871532441976244,-0.002119702521806075,-0.015252206817394599,-0.008609165915971915,-0.07010704239868402,0.01089065179841963,0.009671182719012078,-0.009179710362689789,-0.04706047627241158,138.18400000000003,0.10252643918398918,-102.564,-0.08867780477323194,0.156527087612651,0.37778375700195443
decoder2::gt_compactness,decoder2,gt_compactness,boundary_complexity,-3.258893610925795e-05,-0.00031063766404865125,1.98,0.00030004343187000704,1.228483075956614e-06,7.21476897040836e-06,-1.27816372167171e-05,-6.89441703135338e-05,1.588666575456045e-05,0.00011431165894019918,-3.1050285372709557e-06,-2.5285186676182636e-05,-0.00012886066870386397,-0.0001144316332388842,-3.3428526111924336e-05,-0.0001713738557924334,1.2653333333333334,0.0009388215788186352,-0.7146666666666667,-0.0006179075615674417,0.04287480507004348,0.0025545398769974926
decoder2::gt_wt_voxels,decoder2,gt_wt_voxels,tumor_volume,7.886092081929396e-05,0.0007517021158930041,-2.7026666666666666,-0.00040955423326633286,-3.825588232274523e-06,-2.2467330492348085e-05,-2.3191084862553466e-06,-1.2509274652454644e-05,3.7799533176588866e-05,0.0002719845316403537,-3.548042469065064e-05,-0.00028892783138213536,-0.002039820601186205,-0.0018114138724864529,0.0002548771483430975,0.0013066468895066164,-1.9506666666666668,-0.0014473087142377907,0.752,0.0006501863147836514,0.05873681187573075,0.0065631468750748075
