direction_id,layer,edited_property,on_target_metric,alpha,metric,mean_delta,std_delta,mean_baseline,mean_edited,n_cases
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-1.0,dice,-0.005288569400553359,0.011807331685739586,0.8887710221203972,0.8834824527198437,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-1.0,edema_fraction,0.02051466168404477,0.013506304606905445,0.6179801798768801,0.6384948415609248,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-1.0,enhancing_fraction,-0.01104723845286979,0.008291367008215983,0.2463861655845238,0.235338927131654,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-1.0,false_negative_voxels,-160.06933333333333,134.43653649886645,998.28,838.2106666666666,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-1.0,false_positive_voxels,260.49066666666664,223.9561509157022,1036.744,1297.2346666666667,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-1.0,necrosis_fraction,-0.009467423231098665,0.01112972839804921,0.13563365453719345,0.1261662313060948,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-1.0,tumor_volume,420.56,267.1148704409682,11640.925333333333,12061.485333333334,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-0.5,boundary_complexity,0.012771853686698843,0.0679489769121351,6.174654469857373,6.187426323544072,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-0.5,boundary_error_fraction,-0.007932084128224078,0.01197782543832171,0.8474133748657594,0.8394812907375353,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-0.5,centroid_z,5.072046646651181e-05,0.0011456378328026711,0.5049611454662892,0.5050118659327557,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-0.5,dice,-0.0022792449845745284,0.00583989503390487,0.8887710221203972,0.8864917771358226,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-0.5,edema_fraction,0.01023433059984079,0.006675898612705056,0.6179801798768801,0.6282145104767209,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-0.5,enhancing_fraction,-0.0054783784619072025,0.004115868720046096,0.2463861655845238,0.2409077871226166,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-0.5,false_negative_voxels,-82.60266666666666,68.95026102592847,998.28,915.6773333333333,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-0.5,false_positive_voxels,123.76,107.52005657943505,1036.744,1160.504,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-0.5,necrosis_fraction,-0.004755952137895099,0.0055682388550085775,0.13563365453719345,0.13087770239929836,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,-0.5,tumor_volume,206.36266666666666,131.06304028073373,11640.925333333333,11847.288,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,0.5,boundary_complexity,-0.009987760882113186,0.07002014160771496,6.174654469857373,6.164666708975259,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,0.5,boundary_error_fraction,0.0076672723940025955,0.011773877658515753,0.8474133748657594,0.8550806472597621,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,0.5,centroid_z,-5.895213264612605e-05,0.0011899571381473303,0.5049611454662892,0.5049021933336431,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,0.5,dice,0.0015477422790101131,0.005727152147772711,0.8887710221203972,0.8903187643994073,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,0.5,edema_fraction,-0.010157923546165943,0.006754445789436127,0.6179801798768801,0.6078222563307142,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,0.5,enhancing_fraction,0.005369972715018246,0.004152280681370597,0.2463861655845238,0.251756138299542,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,0.5,false_negative_voxels,88.4,72.19455295197712,998.28,1086.68,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,0.5,false_positive_voxels,-112.02133333333333,99.94819285460817,1036.744,924.7226666666667,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,0.5,necrosis_fraction,0.004787950831108367,0.005583957664606573,0.13563365453719345,0.14042160536830184,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,0.5,tumor_volume,-200.42133333333334,126.42606248828731,11640.925333333333,11440.504,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,1.0,boundary_complexity,-0.01077055027502106,0.13501648060653076,6.174654469857373,6.163883919582352,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,1.0,boundary_error_fraction,0.014222855793189175,0.022152949073413208,0.8474133748657594,0.8616362306589487,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,1.0,centroid_z,-0.00010487939084984717,0.0023063493775435256,0.5049611454662892,0.5048562660754393,375
decoder1::gt_edema_frac,decoder1,gt_edema_frac,edema_fraction,1.0,dice,0.0023013040206339586,0.011402943149595718,0.8887710221203972,0.891072326141031,375
