direction,q_bg,q_necrosis,q_edema,q_enhancing,edema_minus_bg,edema_minus_enhancing,edema_minus_necrosis
probe,0.1870741844177246,0.15101014077663422,-0.6117446422576904,-0.0910620242357254,-0.798818826675415,-0.5206826329231262,-0.7627547979354858
random_00,-0.11569236218929291,0.4055880010128021,-0.035944364964962006,0.16691450774669647,0.0797479972243309,-0.20285886526107788,-0.4415323734283447
random_01,0.37328964471817017,-0.45746591687202454,-0.389716774225235,-0.4606502950191498,-0.7630064487457275,0.0709335207939148,0.06774914264678955
random_02,-0.033339858055114746,0.056160956621170044,0.012577161192893982,-0.08211874961853027,0.04591701924800873,0.09469591081142426,-0.04358379542827606
random_03,0.11928483843803406,-0.3128136694431305,-0.05880865454673767,0.10946154594421387,-0.17809349298477173,-0.16827020049095154,0.2540050148963928
random_04,-0.37328657507896423,0.47713702917099,0.12841194868087769,0.2510892152786255,0.5016984939575195,-0.1226772665977478,-0.3487250804901123
