failure_def,calibration,auroc,auprc,brier,sensitivity,specificity,ppv,npv,calibration_slope,calibration_intercept,model_seed
lowest20_mean_fg,uncalibrated,0.959862285365641,0.8950438587878348,0.06427595548815847,0.8571428571428571,0.912751677852349,0.717391304347826,0.9611307420494699,0.8893435251419458,-0.028413583554090044,42
lowest20_mean_fg,platt,0.9659199860542143,0.8940760527335271,0.06385311665903252,0.5844155844155844,0.9832214765100671,0.9,0.9015384615384615,1.1763562102539067,-0.0255905119411729,42
mean_fg_lt_0.70,uncalibrated,0.9726480994284679,0.8874090262072838,0.0639118569536956,0.863013698630137,0.9139072847682119,0.7078651685393258,0.965034965034965,0.8971265546014903,-0.0515204608937698,42
mean_fg_lt_0.70,platt,0.967023496325864,0.8740689024699227,0.06257920815122389,0.6164383561643836,0.9768211920529801,0.8653846153846154,0.913312693498452,1.1074523139184338,-0.020363562587419504,42
