step,loss,l_tr,l_seg,l_sp,scale,nonzero_mass,dev_edema_dice
63,0.8789999485015869,0.8122823238372803,0.13127471506595612,0.1080302745103836,0.11271734535694122,0.1080302745103836,
64,1.1109617948532104,0.9827440977096558,0.2554572522640228,0.048911988735198975,0.11209805309772491,0.048911988735198975,
65,0.6434177160263062,0.6053519248962402,0.07547751069068909,0.032704513520002365,0.11149278283119202,0.032704513520002365,
66,0.7399699091911316,0.708380937576294,0.062499672174453735,0.033913832157850266,0.1109432578086853,0.033913832157850266,
67,2.3100175857543945,2.226193904876709,0.1665773093700409,0.0535057969391346,0.11046591401100159,0.0535057969391346,
68,1.2374345064163208,1.2063393592834473,0.06129250302910805,0.04489558935165405,0.10999175906181335,0.04489558935165405,
69,0.7570940852165222,0.7336125373840332,0.04572119936347008,0.062096476554870605,0.10956493020057678,0.062096476554870605,
70,0.6713629364967346,0.6444857120513916,0.052381306886672974,0.06865878403186798,0.10914026200771332,0.06865878403186798,
71,1.2551771402359009,1.222093939781189,0.06526053696870804,0.04528360813856125,0.10874450206756592,0.04528360813856125,
72,0.7060937881469727,0.5273090600967407,0.3564898371696472,0.053976453840732574,0.10835360735654831,0.053976453840732574,
73,0.5204105973243713,0.2665846049785614,0.5067827701568604,0.04345497116446495,0.10802152752876282,0.04345497116446495,
74,1.4193862676620483,1.2729910612106323,0.2919573187828064,0.04165412858128548,0.10770667344331741,0.04165412858128548,
75,0.6779689192771912,0.6220483183860779,0.11066269874572754,0.05892740190029144,0.10733229666948318,0.05892740190029144,0.7789038531266498
76,1.0597529411315918,0.9329402446746826,0.25274142622947693,0.04420445114374161,0.10688097029924393,0.04420445114374161,
77,0.6136271357536316,0.5760279297828674,0.0744735598564148,0.036244913935661316,0.10637413710355759,0.036244913935661316,
78,0.6911635398864746,0.6601303815841675,0.06145242974162102,0.030696457251906395,0.10590501129627228,0.030696457251906395,
79,2.2590999603271484,2.1751551628112793,0.16661089658737183,0.0639466941356659,0.1054937019944191,0.0639466941356659,
80,1.078782320022583,1.0468921661376953,0.06271562725305557,0.053234003484249115,0.10510700941085815,0.053234003484249115,
81,0.51097172498703,0.48840004205703735,0.04409858211874962,0.052240483462810516,0.10477115958929062,0.052240483462810516,
82,0.6236350536346436,0.5962396860122681,0.05323105305433273,0.07798624038696289,0.10441490262746811,0.07798624038696289,
83,1.190277338027954,1.1555984020233154,0.06825065612792969,0.05536579340696335,0.10407409816980362,0.05536579340696335,
84,0.6983068585395813,0.5188871622085571,0.35739508271217346,0.07221724092960358,0.10372565686702728,0.07221724092960358,
85,0.998545229434967,0.8878476023674011,0.2202865332365036,0.05544113740324974,0.10332247614860535,0.05544113740324974,
86,0.5388597846031189,0.3037444055080414,0.46886786818504333,0.06814461946487427,0.1028427705168724,0.06814461946487427,
87,0.6293641328811646,0.5739253163337708,0.10950704663991928,0.06852566450834274,0.10237865149974823,0.06852566450834274,
88,1.0008515119552612,0.8709244132041931,0.25859978795051575,0.06271238625049591,0.10181602835655212,0.06271238625049591,
89,0.5642319321632385,0.52533358335495,0.07711643725633621,0.03401128202676773,0.1012568473815918,0.03401128202676773,
90,0.8181670308113098,0.7848244309425354,0.06615125387907028,0.026697643101215363,0.10072679072618484,0.026697643101215363,
91,2.1735947132110596,2.0896124839782715,0.16677531599998474,0.05946536734700203,0.10022739320993423,0.05946536734700203,
92,1.0376304388046265,1.0065141916275024,0.06126060336828232,0.04859278351068497,0.09974102675914764,0.04859278351068497,
93,0.7057012915611267,0.6821112632751465,0.04577810317277908,0.07009750604629517,0.09928766638040543,0.07009750604629517,
94,0.6706979870796204,0.6433080434799194,0.05329576134681702,0.07420818507671356,0.09881465882062912,0.07420818507671356,
95,1.2302124500274658,1.195611596107483,0.06841927021741867,0.03912139683961868,0.09836217761039734,0.03912139683961868,
96,0.7562623620033264,0.6157887578010559,0.27945756912231445,0.07448482513427734,0.09781371057033539,0.07448482513427734,
97,0.6334213614463806,0.379447340965271,0.5069700479507446,0.04889971762895584,0.09730248153209686,0.04889971762895584,
98,1.4967644214630127,1.3486193418502808,0.2954125702381134,0.04388410598039627,0.09678524732589722,0.04388410598039627,
99,0.7803615927696228,0.7295949459075928,0.10041938722133636,0.055694516748189926,0.09618221968412399,0.055694516748189926,
100,0.9779396057128906,0.8457168340682983,0.263428270816803,0.05086478963494301,0.09557600319385529,0.05086478963494301,0.7788872453185621
