case_id,edema_dice,baseline
BraTS2021_01511,0.6377478029840395,0.6373581433393123
BraTS2021_01529,0.36720007575100155,0.36738945175706145
BraTS2021_00299,0.8803464255869632,0.8795986622074494
BraTS2021_01018,0.9072772310370842,0.9078708984768785
BraTS2021_00413,0.946291925910072,0.9455665377453477
BraTS2021_01306,0.9346189630382012,0.9346648612052009
