transition_id,name,source,target,proj_source,proj_target,target_minus_source,ok
1,bg_to_edema,0,2,-0.8679722547531128,0.8679724335670471,1.7359447479248047,True
2,nec_to_edema,1,2,-0.6989375948905945,0.698938250541687,1.3978757858276367,True
3,enh_to_edema,3,2,-0.8135291337966919,0.8135292530059814,1.6270583868026733,True
4,edema_to_bg,2,0,-0.8679724335670471,0.8679722547531128,1.7359447479248047,True
5,edema_to_nec,2,1,-0.698938250541687,0.6989375948905945,1.3978757858276367,True
6,edema_to_enh,2,3,-0.8135292530059814,0.8135291337966919,1.6270583868026733,True
