layer,intervention,metric,metric_label,rank,mean_degradation,mean_delta,mean_baseline,mean_ablated
encoder4,noise,necrosis_fraction,Necrosis fraction,6,0.00237900885755972,-0.0007667105134945976,0.13563365453719345,0.13486694402369886
encoder4,noise,centroid_z,Centroid Z (normalized),7,0.0015452068240020076,-0.00027123526031019727,0.5049611454662892,0.504689910205979
encoder4,noise,dice,Dice,8,-9.523844904300464e-05,9.523844904300464e-05,0.8887710221203972,0.8888662605694402
encoder4,noise,false_positive_voxels,False-positive voxels,9,-61.117333333333335,-61.117333333333335,1036.744,975.6266666666667
encoder4,zero,tumor_volume,Tumor volume (pred WT voxels),1,182.29066666666668,-120.856,11640.925333333333,11520.069333333333
encoder4,zero,false_negative_voxels,False-negative voxels,2,57.584,57.584,998.28,1055.864
encoder4,zero,boundary_complexity,Boundary complexity,3,0.08300410488631157,-0.02627793228420476,6.174654469857373,6.148376537573169
encoder4,zero,edema_fraction,Edema fraction,4,0.005054404928928672,-1.3454318612203142e-05,0.6179801798768801,0.6179667255582679
encoder4,zero,enhancing_fraction,Enhancing fraction,5,0.0033922316072180396,0.0008257627572700336,0.2463861655845238,0.24721192834179384
encoder4,zero,necrosis_fraction,Necrosis fraction,6,0.0024786512184637203,-0.0008123084386783539,0.13563365453719345,0.1348213460985151
encoder4,zero,centroid_z,Centroid Z (normalized),7,0.0015668463163063973,-0.00033647031261645194,0.5049611454662892,0.5046246751536727
encoder4,zero,dice,Dice,8,-1.7369236222167572e-05,1.7369236222167572e-05,0.8887710221203972,0.8887883913566192
encoder4,zero,false_positive_voxels,False-positive voxels,9,-63.272,-63.272,1036.744,973.472
