layer,intervention,metric,metric_label,mean_baseline,mean_ablated,mean_delta,mean_degradation,mean_abs_delta,std_degradation,n_cases
decoder3,mean,enhancing_fraction,Enhancing fraction,0.2463861655845238,0.2600835994229324,0.013697433838408617,0.0278620617263584,0.0278620617263584,0.038385918817169636,375
decoder3,mean,necrosis_fraction,Necrosis fraction,0.13563365453719345,0.14115707931335042,0.0055234247761569485,0.024905589608328484,0.024905589608328484,0.03486213359228514,375
decoder3,mean,centroid_z,Centroid Z (normalized),0.5049611454662892,0.4993972276942685,-0.005563917772020743,0.009847624779045617,0.009847624779045617,0.01566435146202163,375
decoder3,mean,false_positive_voxels,False-positive voxels,1036.744,327.4506666666667,-709.2933333333333,-709.2933333333333,719.56,1027.4196141100829,375
decoder3,noise,tumor_volume,Tumor volume (pred WT voxels),11640.925333333333,9300.4,-2340.5253333333335,2345.8906666666667,2345.8906666666667,2190.1935368035333,375
decoder3,noise,false_negative_voxels,False-negative voxels,998.28,2650.077333333333,1651.7973333333334,1651.7973333333334,1651.7973333333334,1759.5574891849603,375
decoder3,noise,boundary_complexity,Boundary complexity,6.174654469857373,6.164567749933588,-0.010086719923784244,0.5373946487777634,0.5373946487777634,0.5823384369052137,375
decoder3,noise,dice,Dice,0.8887710221203972,0.8376212543175368,-0.051149767802860464,0.051149767802860464,0.066976204325017,0.07981120707600185,375
decoder3,noise,edema_fraction,Edema fraction,0.6179801798768801,0.5982392834827029,-0.01974089639417715,0.04359337423702838,0.04359337423702838,0.051329110691174046,375
decoder3,noise,enhancing_fraction,Enhancing fraction,0.2463861655845238,0.26037392718833985,0.013987761603816068,0.026916189920035586,0.026916189920035586,0.03786926814177414,375
decoder3,noise,necrosis_fraction,Necrosis fraction,0.13563365453719345,0.14138678932683935,0.005753134789645885,0.023752077590781316,0.023752077590781316,0.03328383779178928,375
decoder3,noise,centroid_z,Centroid Z (normalized),0.5049611454662892,0.4995651538704649,-0.005395991595824292,0.009594056498112059,0.009594056498112059,0.015423902782993928,375
decoder3,noise,false_positive_voxels,False-positive voxels,1036.744,348.016,-688.728,-688.728,704.792,1012.5411092941829,375
decoder3,zero,tumor_volume,Tumor volume (pred WT voxels),11640.925333333333,9252.0,-2388.925333333333,2393.4,2393.4,2222.2055539630373,375
decoder3,zero,false_negative_voxels,False-negative voxels,998.28,2689.7573333333335,1691.4773333333333,1691.4773333333333,1691.4773333333333,1788.860548781688,375
decoder3,zero,boundary_complexity,Boundary complexity,6.174654469857373,6.173373838419945,-0.0012806314374279922,0.550999262389695,0.550999262389695,0.5921138215601344,375
decoder3,zero,dice,Dice,0.8887710221203972,0.8353328586818013,-0.05343816343859583,0.05343816343859583,0.06883117085215788,0.08162667760430016,375
decoder3,zero,edema_fraction,Edema fraction,0.6179801798768801,0.5978560508740539,-0.020124129002826258,0.04434999920180274,0.04434999920180274,0.05228531001247016,375
decoder3,zero,enhancing_fraction,Enhancing fraction,0.2463861655845238,0.2606676330088471,0.014281467424323284,0.027481842514089787,0.027481842514089787,0.03881565629742089,375
decoder3,zero,necrosis_fraction,Necrosis fraction,0.13563365453719345,0.14147631611494205,0.005842661577748579,0.024089678498196373,0.024089678498196373,0.03375045713420155,375
decoder3,zero,centroid_z,Centroid Z (normalized),0.5049611454662892,0.4994191377815008,-0.0055420076847883205,0.00976991920275046,0.00976991920275046,0.015615935300931215,375
decoder3,zero,false_positive_voxels,False-positive voxels,1036.744,339.296,-697.448,-697.448,712.4506666666666,1022.7108319648239,375
decoder4,mean,tumor_volume,Tumor volume (pred WT voxels),11640.925333333333,11433.594666666666,-207.33066666666667,209.72533333333334,209.72533333333334,342.1596115230081,375
decoder4,mean,false_negative_voxels,False-negative voxels,998.28,1083.1626666666666,84.88266666666667,84.88266666666667,84.89866666666667,135.56377465317743,375
decoder4,mean,boundary_complexity,Boundary complexity,6.174654469857373,6.1138255027399735,-0.060828967117400205,0.07570243414852199,0.07570243414852199,0.14922259997276982,375
