layer,intervention,metric,metric_label,mean_baseline,mean_ablated,mean_delta,mean_degradation,mean_abs_delta,std_degradation,n_cases
encoder2,noise,false_negative_voxels,False-negative voxels,998.28,826.912,-171.368,-171.368,830.2746666666667,2098.490470454472,375
encoder2,zero,tumor_volume,Tumor volume (pred WT voxels),11640.925333333333,25371.453333333335,13730.528,14109.818666666666,14109.818666666666,6829.142332615117,375
encoder2,zero,false_positive_voxels,False-positive voxels,1036.744,14587.712,13550.968,13550.968,13554.050666666666,6951.909741775763,375
encoder2,zero,boundary_complexity,Boundary complexity,6.174654469857373,13.179466461500517,7.004811991643145,7.004811991643145,7.004811991643145,3.1665416383171987,375
encoder2,zero,dice,Dice,0.8887710221203972,0.5424151405011435,-0.3463558816192536,0.3463558816192536,0.3463558816192536,0.19510915130358042,375
encoder2,zero,edema_fraction,Edema fraction,0.6179801798768801,0.5190448605043935,-0.09893531937248667,0.1382191527924526,0.1382191527924526,0.11037050115749104,375
encoder2,zero,necrosis_fraction,Necrosis fraction,0.13563365453719345,0.2409822526033776,0.10534859806618412,0.1287085381534168,0.1287085381534168,0.08670106230754801,375
encoder2,zero,enhancing_fraction,Enhancing fraction,0.2463861655845238,0.23997288689179172,-0.006413278692732094,0.08527851145901835,0.08527851145901835,0.08404828982379724,375
encoder2,zero,centroid_z,Centroid Z (normalized),0.5049611454662892,0.5121235846190464,0.0071624391527572535,0.07947863818987984,0.07947863818987984,0.05432106948763682,375
encoder2,zero,false_negative_voxels,False-negative voxels,998.28,818.72,-179.56,-179.56,850.8506666666667,2080.4470971558417,375
encoder3,mean,tumor_volume,Tumor volume (pred WT voxels),11640.925333333333,12328.442666666666,687.5173333333333,809.56,809.56,776.966252303954,375
encoder3,mean,false_positive_voxels,False-positive voxels,1036.744,1619.856,583.112,583.112,599.384,761.1637046545392,375
encoder3,mean,boundary_complexity,Boundary complexity,6.174654469857373,6.43695463724133,0.262300167383958,0.3332659679169854,0.3332659679169854,0.4905874678107645,375
encoder3,mean,edema_fraction,Edema fraction,0.6179801798768801,0.615503222325902,-0.0024769575509781512,0.03187878436712408,0.03187878436712408,0.041577755633017896,375
encoder3,mean,dice,Dice,0.8887710221203972,0.8614162880836854,-0.027354734036711667,0.027354734036711667,0.030051212520246763,0.047343244074728244,375
encoder3,mean,necrosis_fraction,Necrosis fraction,0.13563365453719345,0.14560713429352126,0.009973479756327818,0.021256231408380656,0.021256231408380656,0.029181535459110886,375
encoder3,mean,enhancing_fraction,Enhancing fraction,0.2463861655845238,0.23888964337937038,-0.007496522205153405,0.015402076818636421,0.015402076818636421,0.029709839311635414,375
encoder3,mean,centroid_z,Centroid Z (normalized),0.5049611454662892,0.5055649354432571,0.0006037899769678598,0.004887404542532447,0.004887404542532447,0.010757011074479671,375
encoder3,mean,false_negative_voxels,False-negative voxels,998.28,893.8746666666667,-104.40533333333333,-104.40533333333333,232.69866666666667,413.9867935238045,375
encoder3,noise,tumor_volume,Tumor volume (pred WT voxels),11640.925333333333,12083.645333333334,442.72,630.688,630.688,637.6944235264971,375
encoder3,noise,false_positive_voxels,False-positive voxels,1036.744,1435.9813333333334,399.2373333333333,399.2373333333333,441.1893333333333,584.7254940699349,375
encoder3,noise,boundary_complexity,Boundary complexity,6.174654469857373,6.3532460476044905,0.17859157774711798,0.2601044226398531,0.2601044226398531,0.41072175203773426,375
encoder3,noise,edema_fraction,Edema fraction,0.6179801798768801,0.6162732723886359,-0.0017069074882442364,0.026768435811181376,0.026768435811181376,0.03526368655467811,375
encoder3,noise,dice,Dice,0.8887710221203972,0.8680367583531424,-0.02073426376725462,0.02073426376725462,0.02379761032321108,0.03896230002162754,375
encoder3,noise,necrosis_fraction,Necrosis fraction,0.13563365453719345,0.1437552827591051,0.00812162822191163,0.018172857222506812,0.018172857222506812,0.026154592903254396,375
encoder3,noise,enhancing_fraction,Enhancing fraction,0.2463861655845238,0.2399714448510037,-0.006414720733520133,0.012689784905981905,0.012689784905981905,0.024325978431339133,375
encoder3,noise,centroid_z,Centroid Z (normalized),0.5049611454662892,0.5048365462198897,-0.00012459924639951093,0.00399783565801052,0.00399783565801052,0.008844856658124494,375
encoder3,noise,false_negative_voxels,False-negative voxels,998.28,954.7973333333333,-43.48266666666667,-43.48266666666667,217.04533333333333,451.9480343670836,375
encoder3,zero,tumor_volume,Tumor volume (pred WT voxels),11640.925333333333,12043.442666666666,402.51733333333334,735.792,735.792,969.2614363634773,375
encoder3,zero,false_positive_voxels,False-positive voxels,1036.744,1455.4506666666666,418.70666666666665,418.70666666666665,468.26933333333335,621.5899910182328,375
encoder3,zero,false_negative_voxels,False-negative voxels,998.28,1014.4693333333333,16.189333333333334,16.189333333333334,291.18666666666667,860.7634491507748,375
encoder3,zero,boundary_complexity,Boundary complexity,6.174654469857373,6.371112637595219,0.1964581677378457,0.2794446673251425,0.2794446673251425,0.44594608781029704,375
encoder3,zero,edema_fraction,Edema fraction,0.6179801798768801,0.6148548350923243,-0.0031253447845557905,0.029270808186637562,0.029270808186637562,0.039024273489707405,375
encoder3,zero,dice,Dice,0.8887710221203972,0.8645961618430644,-0.024174860277332642,0.024174860277332642,0.027308885844882794,0.047197761924622134,375
encoder3,zero,necrosis_fraction,Necrosis fraction,0.13563365453719345,0.14504822316969065,0.009414568632497204,0.0196141360817056,0.0196141360817056,0.027960950073748783,375
encoder3,zero,enhancing_fraction,Enhancing fraction,0.2463861655845238,0.24009694173672994,-0.006289223847793842,0.01384325611151261,0.01384325611151261,0.02688230696027416,375
encoder3,zero,centroid_z,Centroid Z (normalized),0.5049611454662892,0.504408177052494,-0.0005529684137952389,0.004186717020954819,0.004186717020954819,0.009401260717750147,375
encoder4,mean,tumor_volume,Tumor volume (pred WT voxels),11640.925333333333,11587.026666666667,-53.898666666666664,96.53866666666667,96.53866666666667,270.5626203345201,375
encoder4,mean,false_negative_voxels,False-negative voxels,998.28,1024.864,26.584,26.584,29.78933333333333,62.226838441784054,375
encoder4,mean,boundary_complexity,Boundary complexity,6.174654469857373,6.168412621468844,-0.006241848388529109,0.051692884093341024,0.051692884093341024,0.12360628783965986,375
encoder4,mean,edema_fraction,Edema fraction,0.6179801798768801,0.6176576409890979,-0.0003225388877822653,0.0032895922256929466,0.0032895922256929466,0.00757387631385435,375
encoder4,mean,enhancing_fraction,Enhancing fraction,0.2463861655845238,0.2468405058112936,0.00045434022676982787,0.0023034969696815607,0.0023034969696815607,0.00581667767450674,375
encoder4,mean,necrosis_fraction,Necrosis fraction,0.13563365453719345,0.13550185319819824,-0.0001318013389952171,0.00146532471900394,0.00146532471900394,0.004795331839888444,375
encoder4,mean,centroid_z,Centroid Z (normalized),0.5049611454662892,0.5046793711166566,-0.00028177434963253006,0.0011080525360390677,0.0011080525360390677,0.0038522989217772167,375
encoder4,mean,dice,Dice,0.8887710221203972,0.8882270267643585,-0.0005439953560386296,0.0005439953560386296,0.003836127706088683,0.011439178151642469,375
encoder4,mean,false_positive_voxels,False-positive voxels,1036.744,1009.4293333333334,-27.314666666666668,-27.314666666666668,71.91733333333333,268.5569123270619,375
encoder4,noise,tumor_volume,Tumor volume (pred WT voxels),11640.925333333333,11527.304,-113.62133333333334,174.352,174.352,443.3587698008899,375
encoder4,noise,false_negative_voxels,False-negative voxels,998.28,1050.784,52.504,52.504,58.008,118.31971714486406,375
encoder4,noise,boundary_complexity,Boundary complexity,6.174654469857373,6.150166428748927,-0.02448804110844633,0.0816459298657888,0.0816459298657888,0.17909428260129237,375
encoder4,noise,edema_fraction,Edema fraction,0.6179801798768801,0.6179552985189533,-2.4881357926876883e-05,0.004966232031608042,0.004966232031608042,0.010699621745590457,375
encoder4,noise,enhancing_fraction,Enhancing fraction,0.2463861655845238,0.24717775745592527,0.0007915918714014565,0.0033668608586454245,0.0033668608586454245,0.008408559004055627,375
encoder4,noise,necrosis_fraction,Necrosis fraction,0.13563365453719345,0.13486694402369886,-0.0007667105134945976,0.00237900885755972,0.00237900885755972,0.007047027332865299,375
encoder4,noise,centroid_z,Centroid Z (normalized),0.5049611454662892,0.504689910205979,-0.00027123526031019727,0.0015452068240020076,0.0015452068240020076,0.004594571768483207,375
encoder4,noise,dice,Dice,0.8887710221203972,0.8888662605694402,9.523844904300464e-05,-9.523844904300464e-05,0.006396330335484667,0.017689677644693234,375
encoder4,noise,false_positive_voxels,False-positive voxels,1036.744,975.6266666666667,-61.117333333333335,-61.117333333333335,125.192,428.3879583748481,375
encoder4,zero,tumor_volume,Tumor volume (pred WT voxels),11640.925333333333,11520.069333333333,-120.856,182.29066666666668,182.29066666666668,460.80383531962497,375
encoder4,zero,false_negative_voxels,False-negative voxels,998.28,1055.864,57.584,57.584,63.25333333333333,140.78172797093126,375
encoder4,zero,boundary_complexity,Boundary complexity,6.174654469857373,6.148376537573169,-0.02627793228420476,0.08300410488631157,0.08300410488631157,0.18158949409727962,375
encoder4,zero,edema_fraction,Edema fraction,0.6179801798768801,0.6179667255582679,-1.3454318612203142e-05,0.005054404928928672,0.005054404928928672,0.01100207109072041,375
encoder4,zero,enhancing_fraction,Enhancing fraction,0.2463861655845238,0.24721192834179384,0.0008257627572700336,0.0033922316072180396,0.0033922316072180396,0.00858361006154681,375
encoder4,zero,necrosis_fraction,Necrosis fraction,0.13563365453719345,0.1348213460985151,-0.0008123084386783539,0.0024786512184637203,0.0024786512184637203,0.007320358750402213,375
encoder4,zero,centroid_z,Centroid Z (normalized),0.5049611454662892,0.5046246751536727,-0.00033647031261645194,0.0015668463163063973,0.0015668463163063973,0.004638724487935568,375
encoder4,zero,dice,Dice,0.8887710221203972,0.8887883913566192,1.7369236222167572e-05,-1.7369236222167572e-05,0.006607910570237417,0.018311128611082417,375
encoder4,zero,false_positive_voxels,False-positive voxels,1036.744,973.472,-63.272,-63.272,128.09333333333333,440.24841752548076,375
