n_cases,n_random_directions,probe_alpha,mean_abs_edema_delta_probe,mean_abs_edema_delta_random,probe_to_random_abs_edema_ratio
30,3,1.0,0.020792525681292588,0.00879939664589254,2.3629490200329024
