case_id,dice_bin,baseline_dice,direction_type,random_direction_id,sign,alpha,perturbation_rms_ratio,edema_fraction_before,edema_fraction_after,edema_fraction_delta,analytical_probe_pred_delta,dice_before,dice_after,dice_delta,changed_voxels,source
BraTS2021_00185,low,0.7875196517113391,probe,,1,1.0,0.2435998786240816,0.6256027000956779,0.5981500513866931,-0.0274526487089847,8.114035886373355,0.7828085212099977,0.7691320803131894,-0.0136764408968083,566,existing_editing_results
BraTS2021_00185,low,0.7875196517113391,random,random_00,-1,-1.0,0.2435998786240816,0.6256027000956779,0.6383581033255031,0.012755403229825268,5.985264279597813,0.7875196517113391,0.785973100780086,-0.00154655093125311,226,downstream_from_cached_decoder1
BraTS2021_00185,low,0.7875196517113391,random,random_00,1,1.0,0.2435998786240816,0.6256027000956779,0.6142575720258382,-0.011345128069839672,-5.985264279597809,0.7875196517113391,0.7788032900108126,-0.008716361700526476,214,downstream_from_cached_decoder1
BraTS2021_00185,low,0.7875196517113391,random,random_01,-1,-1.0,0.2435998786240816,0.6256027000956779,0.6079620353274348,-0.01764066476824311,16.328442630602417,0.7875196517113391,0.7610941459295946,-0.026425505781744518,725,downstream_from_cached_decoder1
BraTS2021_00185,low,0.7875196517113391,random,random_01,1,1.0,0.2435998786240816,0.6256027000956779,0.6419698314101131,0.016367131314435235,-16.328442630602414,0.7875196517113391,0.7970988645147155,0.009579212803376369,736,downstream_from_cached_decoder1
BraTS2021_00185,low,0.7875196517113391,random,random_02,-1,-1.0,0.2435998786240816,0.6256027000956779,0.6194186765607675,-0.006184023534910321,-24.750614006009314,0.7875196517113391,0.7775959723097686,-0.009923679401570462,216,downstream_from_cached_decoder1
BraTS2021_00185,low,0.7875196517113391,random,random_02,1,1.0,0.2435998786240816,0.6256027000956779,0.631300669720795,0.00569796962511715,24.750614006009325,0.7875196517113391,0.786957587644161,-0.0005620640671780697,219,downstream_from_cached_decoder1
BraTS2021_01159,low,0.864794441227758,probe,,-1,-1.0,0.24513980373740196,0.9801643525050152,0.9816859682171244,0.0015216157121094,-8.114035886373355,0.859509020999912,0.8499856032250936,-0.0095234177748183,186,existing_editing_results
BraTS2021_01159,low,0.864794441227758,probe,,1,1.0,0.24513980373740196,0.9801643525050152,0.9782867340839432,-0.0018776184210718,8.114035886373353,0.859509020999912,0.8682335102352263,0.0087244892353143,171,existing_editing_results
BraTS2021_01159,low,0.864794441227758,random,random_00,-1,-1.0,0.24513980373740196,0.9801643525050151,0.9810901001085065,0.0009257476034914003,5.985264279597811,0.864794441227758,0.8569336652513444,-0.007860775976413548,69,downstream_from_cached_decoder1
BraTS2021_01159,low,0.864794441227758,random,random_00,1,1.0,0.24513980373740196,0.9801643525050151,0.9788773148119825,-0.0012870376930326222,-5.985264279597809,0.864794441227758,0.8638062490658337,-0.0009881921619242506,76,downstream_from_cached_decoder1
BraTS2021_01159,low,0.864794441227758,random,random_01,-1,-1.0,0.24513980373740196,0.9801643525050151,0.9797154102301553,-0.0004489422748598093,16.328442630602414,0.864794441227758,0.8699510403918759,0.005156599164117925,226,downstream_from_cached_decoder1
BraTS2021_01159,low,0.864794441227758,random,random_01,1,1.0,0.24513980373740196,0.9801643525050151,0.9798675496662785,-0.0002968028387365651,-16.328442630602414,0.864794441227758,0.8453196347034171,-0.01947480652434086,248,downstream_from_cached_decoder1
BraTS2021_01159,low,0.864794441227758,random,random_02,-1,-1.0,0.24513980373740196,0.9801643525050151,0.9797395079566433,-0.0004248445483717722,-24.75061400600932,0.864794441227758,0.8636363636365675,-0.001158077591190465,75,downstream_from_cached_decoder1
BraTS2021_01159,low,0.864794441227758,random,random_02,1,1.0,0.24513980373740196,0.9801643525050151,0.9805339265823678,0.00036957407735271897,24.75061400600932,0.864794441227758,0.8569336652513444,-0.007860775976413548,67,downstream_from_cached_decoder1
BraTS2021_01257,low,0.602431610942652,probe,,-1,-1.0,0.2436930313706398,0.9020147847501058,0.9167667066814502,0.0147519219313444,-8.114035886373353,0.6000403388467123,0.5672436751002784,-0.0327966637464338,653,existing_editing_results
BraTS2021_01257,low,0.602431610942652,probe,,1,1.0,0.2436930313706398,0.9020147847501058,0.8857054359596009,-0.0163093487905048,8.114035886373353,0.6000403388467123,0.6250791640282614,0.025038825181549,506,existing_editing_results
BraTS2021_01257,low,0.602431610942652,random,random_00,-1,-1.0,0.2436930313706398,0.9020147847501058,0.9077724584611268,0.005757673711020983,5.9852642795978115,0.602431610942652,0.5887933590279782,-0.013638251914673716,225,downstream_from_cached_decoder1
BraTS2021_01257,low,0.602431610942652,random,random_00,1,1.0,0.2436930313706398,0.9020147847501058,0.8961618565889673,-0.005852928161138471,-5.985264279597807,0.602431610942652,0.6099188828425814,0.007487271899929482,200,downstream_from_cached_decoder1
BraTS2021_01257,low,0.602431610942652,random,random_01,-1,-1.0,0.2436930313706398,0.9020147847501058,0.8973588486463746,-0.004655936103731162,16.328442630602414,0.602431610942652,0.6331905781588509,0.030758967216198974,589,downstream_from_cached_decoder1
BraTS2021_01257,low,0.602431610942652,random,random_01,1,1.0,0.2436930313706398,0.9020147847501058,0.9069737184479483,0.004958933697842505,-16.328442630602414,0.602431610942652,0.5581612631976471,-0.04427034774500482,802,downstream_from_cached_decoder1
BraTS2021_01257,low,0.602431610942652,random,random_02,-1,-1.0,0.2436930313706398,0.9020147847501058,0.8986003573542308,-0.0034144273958749416,-24.750614006009318,0.602431610942652,0.6096784136447039,0.007246802702051913,191,downstream_from_cached_decoder1
BraTS2021_01257,low,0.602431610942652,random,random_02,1,1.0,0.2436930313706398,0.9020147847501058,0.9051505769759286,0.003135792225822831,24.750614006009318,0.602431610942652,0.5887582732395645,-0.01367333770308743,212,downstream_from_cached_decoder1
BraTS2021_00063,low,0.6752577319591614,probe,,-1,-1.0,0.24273882061243057,0.7242198637720193,0.763797502348914,0.0395776385768946,-8.114035886373355,0.5825366475466511,0.5345089116424587,-0.0480277359041924,1168,existing_editing_results
BraTS2021_00063,low,0.6752577319591614,probe,,1,1.0,0.24273882061243057,0.7242198637720193,0.6816563612503623,-0.0425635025216569,8.114035886373353,0.5825366475466511,0.6316662716287844,0.0491296240821332,997,existing_editing_results
BraTS2021_00063,low,0.6752577319591614,random,random_00,-1,-1.0,0.24273882061243057,0.7242198637720193,0.7412786345250169,0.017058770752997554,5.985264279597809,0.6752577319591614,0.5670756646221194,-0.10818206733704194,382,downstream_from_cached_decoder1
BraTS2021_00063,low,0.6752577319591614,random,random_00,1,1.0,0.24273882061243057,0.7242198637720193,0.7034610215041944,-0.020758842267824873,-5.98526427959781,0.6752577319591614,0.599359328399868,-0.07589840355929334,393,downstream_from_cached_decoder1
BraTS2021_00063,low,0.6752577319591614,random,random_01,-1,-1.0,0.24273882061243057,0.7242198637720193,0.7008964955160943,-0.02332336825592496,16.328442630602414,0.6752577319591614,0.656761143713751,-0.01849658824541034,1408,downstream_from_cached_decoder1
BraTS2021_00063,low,0.6752577319591614,random,random_01,1,1.0,0.24273882061243057,0.7242198637720193,0.7490186146628479,0.024798750890828614,-16.328442630602417,0.6752577319591614,0.5160938352432114,-0.15916389671595,1590,downstream_from_cached_decoder1
BraTS2021_00063,low,0.6752577319591614,random,random_02,-1,-1.0,0.24273882061243057,0.7242198637720193,0.7146262557454204,-0.009593608026598921,-24.75061400600932,0.6752577319591614,0.6039670158239313,-0.07129071613523008,440,downstream_from_cached_decoder1
BraTS2021_00063,low,0.6752577319591614,random,random_02,1,1.0,0.24273882061243057,0.7242198637720193,0.7331948360279965,0.00897497225597721,24.75061400600932,0.6752577319591614,0.5642276422768656,-0.11103008968229577,429,downstream_from_cached_decoder1
BraTS2021_00640,low,0.8780305856024377,probe,,-1,-1.0,0.24063628166913986,0.2045378712043672,0.243100551955649,0.0385626807512818,-8.114035886373355,0.8768983527521588,0.8755658780459491,-0.0013324747062096,665,existing_editing_results
BraTS2021_00640,low,0.8780305856024377,probe,,1,1.0,0.24063628166913986,0.2045378712043672,0.170233124564918,-0.0343047466394492,8.114035886373355,0.8768983527521588,0.8767112058365946,-0.0001871469155642,591,existing_editing_results
BraTS2021_00640,low,0.8780305856024377,random,random_00,-1,-1.0,0.24063628166913986,0.20453787120436723,0.2167791865632992,0.01224131535893197,5.985264279597812,0.8780305856024377,0.8761577770680788,-0.001872808534358894,216,downstream_from_cached_decoder1
BraTS2021_00640,low,0.8780305856024377,random,random_00,1,1.0,0.24063628166913986,0.20453787120436723,0.19076610857416643,-0.013771762630200801,-5.985264279597809,0.8780305856024377,0.8773050792624243,-0.0007255063400134487,239,downstream_from_cached_decoder1
BraTS2021_00640,low,0.8780305856024377,random,random_01,-1,-1.0,0.24063628166913986,0.20453787120436723,0.17387387387371722,-0.030663997330650006,16.32844263060241,0.8780305856024377,0.8667611032414521,-0.011269482360985683,913,downstream_from_cached_decoder1
BraTS2021_00640,low,0.8780305856024377,random,random_01,1,1.0,0.24063628166913986,0.20453787120436723,0.23552816351986616,0.030990292315498935,-16.328442630602417,0.8780305856024377,0.878460342146237,0.00042975654379928674,863,downstream_from_cached_decoder1
BraTS2021_00640,low,0.8780305856024377,random,random_02,-1,-1.0,0.24063628166913986,0.20453787120436723,0.19399046646221144,-0.010547404742155791,-24.75061400600932,0.8780305856024377,0.8752129817444725,-0.0028176038579652563,268,downstream_from_cached_decoder1
BraTS2021_00640,low,0.8780305856024377,random,random_02,1,1.0,0.24063628166913986,0.20453787120436723,0.21504671365332317,0.010508842448955946,24.75061400600932,0.8780305856024377,0.8777087316762756,-0.00032185392616213004,248,downstream_from_cached_decoder1
BraTS2021_01001,medium,0.9326548937444552,probe,,-1,-1.0,0.24051391333341599,0.5020431990649892,0.5209433962254322,0.018900197160443,-8.114035886373353,0.9456168831169384,0.9346111610263208,-0.0110057220906175,188,existing_editing_results
BraTS2021_01001,medium,0.9326548937444552,probe,,1,1.0,0.24051391333341599,0.5020431990649892,0.4845278498692663,-0.0175153491957228,8.114035886373353,0.9456168831169384,0.953732264034594,0.0081153809176558,158,existing_editing_results
BraTS2021_01001,medium,0.9326548937444552,random,random_00,-1,-1.0,0.24051391333341599,0.5020431990649892,0.5085857611412143,0.006542562076225167,5.98526427959781,0.9326548937444552,0.9422222222222806,0.009567328477825376,61,downstream_from_cached_decoder1
BraTS2021_01001,medium,0.9326548937444552,random,random_00,1,1.0,0.24051391333341599,0.5020431990649892,0.49529227147803984,-0.00675092758694934,-5.985264279597808,0.9326548937444552,0.9487519103413665,0.016097016596911318,60,downstream_from_cached_decoder1
BraTS2021_01001,medium,0.9326548937444552,random,random_01,-1,-1.0,0.24051391333341599,0.5020431990649892,0.4885496183196293,-0.01349358074535989,16.328442630602414,0.9326548937444552,0.9555440948943212,0.022889201149866034,169,downstream_from_cached_decoder1
BraTS2021_01001,medium,0.9326548937444552,random,random_01,1,1.0,0.24051391333341599,0.5020431990649892,0.5182208932900052,0.016177694225016026,-16.328442630602417,0.9326548937444552,0.9306714342471885,-0.0019834594972667485,225,downstream_from_cached_decoder1
BraTS2021_01001,medium,0.9326548937444552,random,random_02,-1,-1.0,0.24051391333341599,0.5020431990649892,0.49784144426903876,-0.004201754795950419,-24.75061400600932,0.9326548937444552,0.948741465403089,0.016086571658633808,48,downstream_from_cached_decoder1
BraTS2021_01001,medium,0.9326548937444552,random,random_02,1,1.0,0.24051391333341599,0.5020431990649892,0.5064609450327744,0.004417745967785214,24.750614006009314,0.9326548937444552,0.9420319127449586,0.009377019000503362,50,downstream_from_cached_decoder1
BraTS2021_00030,medium,0.913738637096282,probe,,-1,-1.0,0.24075381457805634,0.6667691172850585,0.6773749700881326,0.0106058528030741,-8.114035886373353,0.9210603160183248,0.9156033131856102,-0.0054570028327146,509,existing_editing_results
BraTS2021_00030,medium,0.913738637096282,probe,,1,1.0,0.24075381457805634,0.6667691172850585,0.6545742323515957,-0.0121948849334627,8.114035886373355,0.9210603160183248,0.9257941215236832,0.0047338055053585,539,existing_editing_results
BraTS2021_00030,medium,0.913738637096282,random,random_00,-1,-1.0,0.24075381457805634,0.6667691172850585,0.6717626994757755,0.004993582190716994,5.98526427959781,0.913738637096282,0.9194407671693134,0.005702130073031442,194,downstream_from_cached_decoder1
BraTS2021_00030,medium,0.913738637096282,random,random_00,1,1.0,0.24075381457805634,0.6667691172850585,0.6614715926726721,-0.005297524612386417,-5.98526427959781,0.913738637096282,0.9226955443930058,0.008956907296723826,207,downstream_from_cached_decoder1
BraTS2021_00030,medium,0.913738637096282,random,random_01,-1,-1.0,0.24075381457805634,0.6667691172850585,0.65914192265718,-0.007627194627878531,16.328442630602417,0.913738637096282,0.9250315133019554,0.01129287620567343,691,downstream_from_cached_decoder1
BraTS2021_00030,medium,0.913738637096282,random,random_01,1,1.0,0.24075381457805634,0.6667691172850585,0.6735963041929202,0.00682718690786166,-16.328442630602414,0.913738637096282,0.9131278429875901,-0.0006107941086919144,638,downstream_from_cached_decoder1
