outer_fold,model_seed,feature,coefficient,failure_def
3,42,relative_gap_log_wt_volume,-0.22424122007786382,mean_fg_lt_0.70
3,42,signed_gap_gt_compactness,0.7676752515254655,mean_fg_lt_0.70
3,42,signed_gap_gt_edema_frac,-0.12321972268199924,mean_fg_lt_0.70
3,42,signed_gap_gt_enhancing_frac,-0.8983994798948274,mean_fg_lt_0.70
3,42,signed_gap_gt_necrosis_frac,0.004599640283550344,mean_fg_lt_0.70
3,42,signed_gap_log_wt_volume,-0.24512627827140612,mean_fg_lt_0.70
3,42,standardized_gap_gt_compactness,-0.09644336064397462,mean_fg_lt_0.70
3,42,standardized_gap_gt_edema_frac,0.06971102658973868,mean_fg_lt_0.70
3,42,standardized_gap_gt_enhancing_frac,-0.5768705723570715,mean_fg_lt_0.70
3,42,standardized_gap_gt_necrosis_frac,-0.21370135478750785,mean_fg_lt_0.70
3,42,standardized_gap_log_wt_volume,0.25432263118088694,mean_fg_lt_0.70
4,42,__block_perm_drop__lowest20_mean_fg,0.07407253718817602,
4,42,conf_mean_maxprob_all,0.03082680604582746,lowest20_mean_fg
4,42,conf_mean_maxprob_fg,-0.7723474950253114,lowest20_mean_fg
4,42,conf_mean_entropy_fg,0.6184617730240407,lowest20_mean_fg
4,42,conf_mean_entropy_boundary,0.27478655535621993,lowest20_mean_fg
4,42,conf_entropy_p95_boundary,0.17913475681201552,lowest20_mean_fg
4,42,conf_mean_margin_all,0.019232145906155202,lowest20_mean_fg
4,42,conf_mean_margin_fg,-0.7943238478384547,lowest20_mean_fg
4,42,conf_frac_maxprob_lt_0.60,-0.12326081456904267,lowest20_mean_fg
4,42,conf_frac_maxprob_lt_0.70,-0.08102322906342056,lowest20_mean_fg
4,42,conf_frac_maxprob_lt_0.80,0.01220256281926644,lowest20_mean_fg
4,42,conf_frac_maxprob_lt_0.90,0.08131293343948837,lowest20_mean_fg
4,42,conf_frac_margin_lt_0.10,-0.1488698737269436,lowest20_mean_fg
4,42,conf_frac_margin_lt_0.20,-0.1349985568887839,lowest20_mean_fg
4,42,absolute_gap_gt_compactness,-0.23635801550888597,lowest20_mean_fg
4,42,absolute_gap_gt_edema_frac,0.04408726794185314,lowest20_mean_fg
4,42,absolute_gap_gt_enhancing_frac,-0.07988319118747178,lowest20_mean_fg
4,42,absolute_gap_gt_necrosis_frac,-0.15032132806523446,lowest20_mean_fg
4,42,absolute_gap_log_wt_volume,0.09291234332904644,lowest20_mean_fg
4,42,relative_gap_gt_compactness,-0.0405933806348632,lowest20_mean_fg
4,42,relative_gap_gt_edema_frac,-0.05707018662923912,lowest20_mean_fg
4,42,relative_gap_gt_enhancing_frac,0.7988228377504468,lowest20_mean_fg
4,42,relative_gap_gt_necrosis_frac,-0.0902548251077208,lowest20_mean_fg
4,42,relative_gap_log_wt_volume,0.16009134285852897,lowest20_mean_fg
4,42,signed_gap_gt_compactness,0.2449600663390222,lowest20_mean_fg
4,42,signed_gap_gt_edema_frac,-0.11159969190647713,lowest20_mean_fg
4,42,signed_gap_gt_enhancing_frac,-0.25426062746935885,lowest20_mean_fg
4,42,signed_gap_gt_necrosis_frac,0.14412937128883185,lowest20_mean_fg
4,42,signed_gap_log_wt_volume,-0.17589274071559913,lowest20_mean_fg
4,42,standardized_gap_gt_compactness,-0.23635801550888513,lowest20_mean_fg
4,42,standardized_gap_gt_edema_frac,0.044087267941852415,lowest20_mean_fg
4,42,standardized_gap_gt_enhancing_frac,-0.0798831911874728,lowest20_mean_fg
4,42,standardized_gap_gt_necrosis_frac,-0.15032132806523452,lowest20_mean_fg
4,42,standardized_gap_log_wt_volume,0.09291234332904698,lowest20_mean_fg
4,42,__block_perm_drop__mean_fg_lt_0.70,0.20256985368238783,
4,42,conf_mean_maxprob_all,0.008063024846869214,mean_fg_lt_0.70
4,42,conf_mean_maxprob_fg,-1.8913672005255253,mean_fg_lt_0.70
4,42,conf_mean_entropy_fg,3.0590021798457405,mean_fg_lt_0.70
4,42,conf_mean_entropy_boundary,0.3387358719891817,mean_fg_lt_0.70
4,42,conf_entropy_p95_boundary,-0.263534126811714,mean_fg_lt_0.70
4,42,conf_mean_margin_all,0.21342687555477308,mean_fg_lt_0.70
4,42,conf_mean_margin_fg,-1.4773428810587994,mean_fg_lt_0.70
4,42,conf_frac_maxprob_lt_0.60,-0.31652632506890344,mean_fg_lt_0.70
4,42,conf_frac_maxprob_lt_0.70,-0.417797504118471,mean_fg_lt_0.70
4,42,conf_frac_maxprob_lt_0.80,0.7644923440474409,mean_fg_lt_0.70
4,42,conf_frac_maxprob_lt_0.90,1.9868276037856993,mean_fg_lt_0.70
4,42,conf_frac_margin_lt_0.10,-2.3301822250468662,mean_fg_lt_0.70
4,42,conf_frac_margin_lt_0.20,-1.3421785032413212,mean_fg_lt_0.70
4,42,absolute_gap_gt_compactness,-1.1486336188539483,mean_fg_lt_0.70
4,42,absolute_gap_gt_edema_frac,0.11562091629484281,mean_fg_lt_0.70
4,42,absolute_gap_gt_enhancing_frac,-0.9942886387172686,mean_fg_lt_0.70
4,42,absolute_gap_gt_necrosis_frac,-0.5520737351274045,mean_fg_lt_0.70
4,42,absolute_gap_log_wt_volume,0.6345587819196935,mean_fg_lt_0.70
4,42,relative_gap_gt_compactness,1.591313949184895,mean_fg_lt_0.70
4,42,relative_gap_gt_edema_frac,-0.4516932524525623,mean_fg_lt_0.70
4,42,relative_gap_gt_enhancing_frac,3.528724649845163,mean_fg_lt_0.70
4,42,relative_gap_gt_necrosis_frac,-0.28524179303967523,mean_fg_lt_0.70
4,42,relative_gap_log_wt_volume,-0.87001673867024,mean_fg_lt_0.70
4,42,signed_gap_gt_compactness,-0.08768946033970595,mean_fg_lt_0.70
4,42,signed_gap_gt_edema_frac,-1.6043006184215773,mean_fg_lt_0.70
4,42,signed_gap_gt_enhancing_frac,-2.8304353475959565,mean_fg_lt_0.70
4,42,signed_gap_gt_necrosis_frac,-1.017989105838401,mean_fg_lt_0.70
4,42,signed_gap_log_wt_volume,-0.37786736112619884,mean_fg_lt_0.70
4,42,standardized_gap_gt_compactness,-1.1486336188539756,mean_fg_lt_0.70
4,42,standardized_gap_gt_edema_frac,0.11562091629489007,mean_fg_lt_0.70
4,42,standardized_gap_gt_enhancing_frac,-0.9942886387173321,mean_fg_lt_0.70
4,42,standardized_gap_gt_necrosis_frac,-0.5520737351273955,mean_fg_lt_0.70
4,42,standardized_gap_log_wt_volume,0.6345587819196881,mean_fg_lt_0.70
